766m	 -2.3127E0	-2.6413E0	-7.3659E0	-7.6945E0	-1.5925E1	-1.5596E1	-1.6253E1	-8.408E0	-4.5219E-3	2.8199E0	3.4782E0	4.1932E0	5.0322E0	6.7329E0	6.364E0	-9.5667E0	4.515E0	5.6465E0	4.1656E0	 	 1.6632E-6	1.6632E-6	1.9952E-6	1.9952E-6	9.5606E-7	4.7803E-7	4.7803E-7	9.801E-8	3.303E-6	1.9306E-6	1.0653E-7	0E0	1.5338E-6	1.7269E-6	1.9328E-7	1.3814E-6	0E0	1.2161E-6	2.9468E-7	
721e	 -2.3436E0	-2.6722E0	-7.3719E0	-7.7005E0	-1.6089E1	-1.576E1	-1.6418E1	-8.1933E0	-1.605E-2	2.8934E0	3.3317E0	4.4842E0	4.939E0	6.8004E0	6.2391E0	-9.6064E0	4.6306E0	5.6463E0	3.9688E0	 	 1.4698E-6	1.4698E-6	1.5049E-6	1.5049E-6	1.2896E-6	6.4479E-7	6.4479E-7	5.4896E-7	3.3092E-6	7.7827E-7	0E0	0E0	8.0605E-7	2.1133E-6	9.7861E-8	3.3882E-7	0E0	6.5231E-7	1.1085E-7	
774m	 -2.3069E0	-2.6355E0	-7.2879E0	-7.6165E0	-1.6133E1	-1.5804E1	-1.6462E1	-7.9629E0	-1.6947E-2	2.8781E0	3.4978E0	4.0168E0	5.1406E0	6.77E0	6.2734E0	-9.086E0	4.897E0	6.1962E0	4.0663E0	 	 1.4616E-6	1.4616E-6	1.0373E-6	1.0373E-6	5.1652E-7	2.5826E-7	2.5826E-7	2.906E-7	3.3918E-6	2.0198E-6	0E0	0E0	1.096E-6	1.8892E-6	1.0609E-7	3.785E-8	1.319E-7	2.0124E-7	0E0	
714m	 -2.495E0	-2.8236E0	-7.5638E0	-7.8924E0	-1.619E1	-1.5861E1	-1.6518E1	-7.9391E0	-5.2303E-2	2.7982E0	3.4819E0	4.3688E0	4.9644E0	6.6912E0	6.4436E0	-9.9935E0	4.7219E0	6.196E0	4.3862E0	 	 5.9936E-6	5.9936E-6	3.2703E-6	3.2703E-6	1.0793E-6	5.3965E-7	5.3965E-7	0E0	4.5789E-6	4.9516E-6	8.6726E-8	3.9543E-8	4.2245E-6	2.2526E-6	0E0	4.3725E-6	4.9648E-8	1.8942E-6	0E0	
769m	 -2.3295E0	-2.6581E0	-7.3658E0	-7.6944E0	-1.5881E1	-1.5552E1	-1.621E1	-8.3715E0	9.9476E-3	2.8572E0	3.4428E0	4.4041E0	5.0195E0	6.7853E0	6.496E0	-9.9938E0	4.5028E0	5.9531E0	4.072E0	 	 1.1977E-6	1.1977E-6	1.5778E-6	1.5778E-6	7.2624E-7	3.6312E-7	3.6312E-7	8.8404E-7	3.3008E-6	8.3346E-7	0E0	0E0	8.8474E-8	9.1272E-7	1.1021E-6	2.2694E-6	0E0	9.1374E-8	0E0	
718e	 -2.2695E0	-2.5981E0	-7.3025E0	-7.6311E0	-1.5942E1	-1.5614E1	-1.6271E1	-8.2415E0	3.3059E-2	2.9102E0	3.2978E0	4.4971E0	4.9345E0	6.7893E0	6.3612E0	-9.6911E0	4.7415E0	5.719E0	4.3539E0	 	 1.8295E-6	1.8295E-6	2.026E-6	2.026E-6	1.5943E-6	7.9714E-7	7.9714E-7	6.7883E-7	3.1546E-6	4.0328E-7	0E0	0E0	3.763E-7	1.8047E-6	1.1783E-7	3.2065E-7	0E0	2.4688E-7	0E0	
774e	 -2.3313E0	-2.6599E0	-7.4493E0	-7.7779E0	-1.6115E1	-1.5786E1	-1.6443E1	-7.9779E0	-2.3203E-2	2.8437E0	3.4922E0	4.2916E0	4.9732E0	6.7425E0	6.3786E0	-9.9939E0	4.5972E0	5.7822E0	4.2671E0	 	 1.4617E-6	1.4617E-6	1.6394E-6	1.6394E-6	7.5102E-7	3.7551E-7	3.7551E-7	0E0	3.019E-6	3.6232E-7	7.2664E-8	0E0	1.0673E-6	1.7961E-6	1.7728E-8	0E0	0E0	8.3538E-8	0E0	
711e	 -2.3224E0	-2.651E0	-7.4477E0	-7.7763E0	-1.604E1	-1.5711E1	-1.6369E1	-7.928E0	-1.9772E-2	2.7982E0	3.3906E0	4.4971E0	4.9206E0	6.7284E0	6.4886E0	-9.0123E0	4.5651E0	6.0549E0	4.3591E0	 	 1.7921E-6	1.7921E-6	1.9041E-6	1.9041E-6	1.0533E-6	5.2664E-7	5.2664E-7	8.3048E-8	3.4136E-6	2.0771E-6	0E0	0E0	1.5622E-6	2.3204E-6	1.2545E-6	0E0	0E0	2.3021E-7	3.6632E-9	
713e	 -2.2919E0	-2.6205E0	-7.3831E0	-7.7116E0	-1.597E1	-1.5641E1	-1.6299E1	-8.3718E0	8.3314E-4	2.842E0	3.4126E0	4.4939E0	4.9206E0	6.7359E0	6.2765E0	-9.8256E0	3.9985E0	5.6463E0	4.2068E0	 	 1.6489E-6	1.6489E-6	2.5114E-6	2.5114E-6	2.3905E-6	1.1953E-6	1.1953E-6	3.7381E-7	4.3707E-6	3.7739E-6	9.3909E-8	0E0	1.7943E-6	2.5392E-6	4.3106E-7	9.9131E-8	0E0	1.3164E-6	1.1452E-7	
763m	 -2.3412E0	-2.6698E0	-7.337E0	-7.6656E0	-1.596E1	-1.5631E1	-1.6289E1	-8.3144E0	1.4223E-2	2.7983E0	3.4444E0	4.4888E0	5.0087E0	6.817E0	6.3737E0	-9.9051E0	4.8645E0	5.6829E0	4.5093E0	 	 1.7048E-6	1.7048E-6	2.2921E-6	2.2921E-6	2.4846E-6	1.2423E-6	1.2423E-6	7.8072E-7	3.5664E-6	1.9009E-6	0E0	1.1471E-7	2.1784E-6	1.0202E-6	9.4666E-7	5.6814E-8	0E0	1.2386E-7	0E0	
767m	 -2.3145E0	-2.6431E0	-7.3857E0	-7.7143E0	-1.5862E1	-1.5534E1	-1.6191E1	-8.2172E0	4.2138E-3	2.7982E0	3.4069E0	4.1949E0	5.099E0	6.6876E0	6.285E0	-9.9937E0	4.8847E0	5.8532E0	4.3139E0	 	 1.8739E-6	1.8739E-6	2.1579E-6	2.1579E-6	1.5833E-6	7.9166E-7	7.9166E-7	2.3545E-8	4.4329E-6	2.3936E-6	0E0	0E0	1.7102E-6	2.4407E-6	3.144E-8	3.1013E-8	8.0479E-8	0E0	0E0	
716e	 -2.3168E0	-2.6454E0	-7.3609E0	-7.6895E0	-1.5966E1	-1.5637E1	-1.6294E1	-8.3221E0	-6.2157E-3	2.8825E0	3.4977E0	3.9974E0	5.0549E0	6.7817E0	6.4957E0	-9.9935E0	4.597E0	5.7941E0	4.3446E0	 	 1.8407E-6	1.8407E-6	1.8308E-6	1.8308E-6	2.5332E-6	1.2666E-6	1.2666E-6	6.5703E-7	3.8161E-6	1.2111E-6	0E0	0E0	1.9016E-6	1.2215E-6	1.995E-6	5.8361E-7	0E0	1.1816E-7	1.0275E-7	
764m	 -2.2346E0	-2.5632E0	-7.1144E0	-7.443E0	-1.589E1	-1.5561E1	-1.6219E1	-7.8714E0	4.8209E-2	2.9766E0	3.4118E0	4.46E0	5.0155E0	6.8204E0	6.496E0	-9.5801E0	4.5423E0	6.1962E0	4.2653E0	 	 1.8165E-6	1.8165E-6	1.2267E-6	1.2267E-6	1.5791E-6	7.8955E-7	7.8955E-7	4.1742E-6	3.8166E-6	2.8524E-6	4.9398E-8	0E0	2.7424E-6	3.8438E-7	4.4096E-6	3.6844E-7	0E0	0E0	0E0	
773e	 -2.2719E0	-2.6005E0	-7.3482E0	-7.6768E0	-1.6039E1	-1.571E1	-1.6368E1	-8.2469E0	2.0493E-2	2.7983E0	3.4978E0	4.4972E0	5.1339E0	6.761E0	6.2399E0	-9.7634E0	4.5621E0	5.835E0	4.2541E0	 	 1.7045E-6	1.7045E-6	1.449E-6	1.449E-6	1.1001E-6	5.5004E-7	5.5004E-7	8.4852E-7	3.9002E-6	2.8697E-6	0E0	0E0	2.4055E-6	1.9066E-6	8.7046E-7	2.4352E-6	9.1668E-8	0E0	0E0	
768e	 -2.3363E0	-2.665E0	-7.3933E0	-7.7219E0	-1.6153E1	-1.5825E1	-1.6482E1	-8.3485E0	-1.8175E-2	2.8912E0	3.298E0	4.4973E0	5.0483E0	6.763E0	6.4961E0	-9.3724E0	4.7908E0	5.7344E0	4.2002E0	 	 1.0981E-6	1.0981E-6	1.0496E-6	1.0496E-6	1.2497E-6	6.2483E-7	6.2483E-7	1.3977E-7	2.3843E-6	1.3812E-6	0E0	1.6252E-7	9.1148E-7	1.5715E-6	8.525E-7	0E0	9.1114E-8	1.4881E-7	2.1247E-8	
713m	 -2.3353E0	-2.6639E0	-7.3095E0	-7.6381E0	-1.5851E1	-1.5523E1	-1.618E1	-8.3717E0	7.4613E-2	2.7982E0	3.4964E0	3.9974E0	5.055E0	6.8509E0	6.4957E0	-9.9934E0	4.5752E0	5.9285E0	4.2972E0	 	 6.4095E-6	6.4095E-6	2.727E-6	2.727E-6	2.2113E-6	1.1056E-6	1.1056E-6	2.1728E-6	4.9938E-6	5.0023E-6	1.1446E-8	5.7765E-7	2.566E-6	7.3365E-7	3.2173E-6	4.6096E-6	0E0	4.9587E-8	0E0	
717e	 -2.3175E0	-2.6461E0	-7.4189E0	-7.7475E0	-1.6038E1	-1.5709E1	-1.6366E1	-8.3702E0	1.7655E-3	2.8519E0	3.4585E0	4.4087E0	4.9402E0	6.7368E0	6.4958E0	-9.6862E0	4.7427E0	5.6463E0	4.2529E0	 	 1.4342E-6	1.4342E-6	1.9474E-6	1.9474E-6	1.2709E-6	6.3547E-7	6.3547E-7	5.3929E-7	3.2193E-6	3.2962E-6	7.3418E-8	0E0	1.2054E-6	2.3137E-6	0E0	3.4624E-7	0E0	8.8863E-7	7.2302E-8	
712e	 -2.3877E0	-2.7163E0	-7.398E0	-7.7266E0	-1.5934E1	-1.5606E1	-1.6263E1	-8.295E0	-2.4396E-2	2.8504E0	3.4977E0	4.4971E0	4.9542E0	6.7686E0	6.4958E0	-9.4042E0	4.7144E0	5.824E0	4.3019E0	 	 9.7211E-7	9.7211E-7	9.4806E-7	9.4806E-7	1.1257E-6	5.6285E-7	5.6285E-7	2.9073E-7	2.2944E-6	2.257E-6	0E0	0E0	8.0357E-7	8.1057E-7	1.1789E-6	0E0	0E0	1.675E-7	0E0	
720e	 -2.3155E0	-2.6441E0	-7.4058E0	-7.7344E0	-1.5967E1	-1.5639E1	-1.6296E1	-8.3932E0	-1.5997E-2	2.8747E0	3.2979E0	4.3186E0	4.5109E0	6.763E0	6.2152E0	-9.9483E0	4.8968E0	5.9005E0	3.8854E0	 	 1.2496E-6	1.2496E-6	2.4293E-6	2.4293E-6	9.7672E-7	4.8836E-7	4.8836E-7	3.615E-7	3.0774E-6	1.6193E-6	0E0	5.9343E-8	0E0	1.801E-6	1.3822E-7	7.8578E-8	9.1119E-7	5.9624E-8	0E0	
772m	 -2.3667E0	-2.6953E0	-7.6726E0	-8.0012E0	-1.6126E1	-1.5798E1	-1.6455E1	-7.7452E0	-1.7555E-2	2.7983E0	3.4978E0	4.4275E0	5.0555E0	6.7454E0	6.4613E0	-9.6589E0	4.897E0	6.1962E0	4.4404E0	 	 1.6484E-6	1.6484E-6	0E0	0E0	1.4173E-6	7.0863E-7	7.0863E-7	8.0463E-6	4.5599E-6	3.402E-6	0E0	0E0	6.2609E-8	2.2864E-6	0E0	2.6332E-6	1.7363E-6	5.1207E-8	0E0	
712m	 -2.2833E0	-2.6119E0	-7.3811E0	-7.7097E0	-1.6134E1	-1.5805E1	-1.6463E1	-8.3653E0	-7.7941E-3	2.9215E0	3.4977E0	4.497E0	5.1475E0	6.7609E0	6.197E0	-9.8205E0	4.4853E0	6.1438E0	4.3654E0	 	 1.567E-6	1.567E-6	1.3726E-6	1.3726E-6	1.1363E-6	5.6815E-7	5.6815E-7	1.0164E-6	4.0703E-6	2.9747E-6	5.3937E-8	0E0	3.4562E-6	2.9983E-6	5.5925E-7	4.7299E-7	0E0	9.0149E-8	0E0	
720m	 -2.3213E0	-2.6499E0	-7.4035E0	-7.7321E0	-1.5864E1	-1.5535E1	-1.6193E1	-8.0136E0	-1.4782E-2	2.911E0	3.4947E0	4.4971E0	4.9812E0	6.7868E0	6.3338E0	-9.9935E0	4.5971E0	5.8732E0	3.4308E0	 	 1.4856E-6	1.4856E-6	1.9438E-6	1.9438E-6	1.0504E-6	5.2518E-7	5.2518E-7	0E0	3.6935E-6	1.1538E-6	2.1825E-7	0E0	4.7759E-7	3.083E-6	6.1408E-8	3.7E-7	0E0	0E0	0E0	
721m	 -2.3518E0	-2.6804E0	-7.3572E0	-7.6858E0	-1.6191E1	-1.5862E1	-1.652E1	-7.7921E0	-9.6642E-3	2.9735E0	3.4714E0	4.4971E0	4.6894E0	6.7613E0	6.4948E0	-9.0084E0	4.8968E0	6.1585E0	4.2637E0	 	 1.5294E-6	1.5294E-6	2.0577E-7	2.0577E-7	1.3401E-6	6.7007E-7	6.7007E-7	4.666E-6	3.6485E-6	5.5779E-7	0E0	0E0	0E0	1.9201E-6	2.3799E-8	4.2764E-8	5.7831E-7	8.0683E-8	0E0	
718m	 -2.2602E0	-2.5887E0	-7.3666E0	-7.6952E0	-1.6058E1	-1.573E1	-1.6387E1	-8.2689E0	1.6236E-2	2.7982E0	3.4977E0	4.3559E0	5.2357E0	6.7619E0	6.4957E0	-9.632E0	4.5883E0	5.9035E0	3.844E0	 	 2.0312E-6	2.0312E-6	1.6416E-6	1.6416E-6	9.7969E-7	4.8984E-7	4.8984E-7	1.0235E-6	4.3865E-6	2.4338E-6	0E0	0E0	8.3047E-7	2.4419E-6	0E0	1.2336E-7	0E0	0E0	0E0	
717m	 -2.3215E0	-2.6501E0	-7.3394E0	-7.6679E0	-1.6021E1	-1.5693E1	-1.635E1	-8.3081E0	1.3644E-2	2.9261E0	3.2978E0	4.3421E0	5.0197E0	6.7807E0	6.4688E0	-9.616E0	4.5872E0	6.0674E0	4.2311E0	 	 1.5424E-6	1.5424E-6	1.9249E-6	1.9249E-6	1.1519E-6	5.7594E-7	5.7594E-7	6.0918E-7	2.4806E-6	1.1862E-6	0E0	0E0	1.2939E-6	1.3053E-6	3.8587E-7	0E0	3.0572E-8	1.3538E-7	0E0	
716m	 -2.2585E0	-2.5871E0	-7.3764E0	-7.705E0	-1.449E1	-1.4162E1	-1.4819E1	-8.4172E0	-1.8383E-2	2.932E0	3.2978E0	4.497E0	4.9959E0	6.8182E0	6.2557E0	-9.3855E0	4.5736E0	5.9041E0	4.1706E0	 	 1.9566E-6	1.9566E-6	1.7054E-6	1.7054E-6	0E0	0E0	0E0	2.84E-7	2.9378E-6	6.2613E-8	7.3598E-7	0E0	7.6758E-7	2.0553E-6	7.0381E-8	1.7822E-6	0E0	3.7926E-7	0E0	
773m	 -2.2732E0	-2.6018E0	-7.3183E0	-7.6469E0	-1.5792E1	-1.5463E1	-1.612E1	-8.2751E0	1.4414E-2	2.8076E0	3.4978E0	4.4972E0	4.9437E0	6.7879E0	6.3645E0	-9.2696E0	4.8969E0	5.9201E0	4.163E0	 	 1.7766E-6	1.7766E-6	2.0424E-6	2.0424E-6	1.3767E-6	6.8835E-7	6.8835E-7	5.5531E-7	4.3547E-6	2.0658E-6	1.379E-7	0E0	2.0445E-6	2.3053E-6	7.5822E-7	0E0	2.7509E-7	8.6726E-7	0E0	
710e	 -2.326E0	-2.6546E0	-7.33E0	-7.6585E0	-1.597E1	-1.5642E1	-1.6299E1	-8.3235E0	2.4205E-2	2.8939E0	3.4977E0	4.4971E0	4.9431E0	6.7737E0	6.4958E0	-9.5293E0	4.6986E0	5.6463E0	4.2493E0	 	 1.5007E-6	1.5007E-6	2.1238E-6	2.1238E-6	8.0062E-7	4.0031E-7	4.0031E-7	1.0101E-6	3.4286E-6	3.2594E-6	2.3229E-7	0E0	8.3936E-7	2.2402E-6	2.8382E-7	1.5029E-7	9.9176E-8	1.9801E-6	0E0	
